character_id,source_line,character_name_jp,raw_name_jp,aliases_or_alt_names_jp,appearance_note_jp,character_name_en,universe_jp,universe_code,work_title_jp,medium_hint,canon_tier_hint,affiliation_context_jp,faction_family,is_military_or_combat_faction_proxy,is_zeon_related_proxy,is_federation_related_proxy,is_named_pilot_or_fighter_proxy,has_alias_or_alt_identity,row_order_in_source,death_in_war_target,death_status_label,death_label_confidence,death_label_note,death_label_source_url,voice_actor_jp,voice_actor_source_url,row_research_status,needs_manual_review
gundam_char_0596,843,トーレス,トーレス,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,エゥーゴ,AEUG / Karaba,TRUE,FALSE,FALSE,FALSE,FALSE,596,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0597,844,トラジャ・トラジャ,トラジャ・トラジャ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,エゥーゴ,AEUG / Karaba,TRUE,FALSE,FALSE,FALSE,FALSE,597,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0598,845,トリッパー,トリッパー,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,エゥーゴ,AEUG / Karaba,TRUE,FALSE,FALSE,FALSE,FALSE,598,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0599,846,ハサン,ハサン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,エゥーゴ,AEUG / Karaba,TRUE,FALSE,FALSE,FALSE,FALSE,599,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0600,847,バッチ,バッチ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,エゥーゴ,AEUG / Karaba,TRUE,FALSE,FALSE,FALSE,FALSE,600,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0601,848,ハロ,ハロ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,エゥーゴ,AEUG / Karaba,TRUE,FALSE,FALSE,FALSE,FALSE,601,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0602,849,ファ・ユイリィ,ファ・ユイリィ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,エゥーゴ,AEUG / Karaba,TRUE,FALSE,FALSE,FALSE,FALSE,602,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0603,850,ブライト・ノア,ブライト・ノア,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,エゥーゴ,AEUG / Karaba,TRUE,FALSE,FALSE,FALSE,FALSE,603,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0604,851,ブレックス・フォーラ,ブレックス・フォーラ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,エゥーゴ,AEUG / Karaba,TRUE,FALSE,FALSE,FALSE,FALSE,604,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0605,852,ヘンケン・ベッケナー,ヘンケン・ベッケナー,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,エゥーゴ,AEUG / Karaba,TRUE,FALSE,FALSE,FALSE,FALSE,605,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0606,853,ボティ,ボティ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,エゥーゴ,AEUG / Karaba,TRUE,FALSE,FALSE,FALSE,FALSE,606,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0607,854,マナック,マナック,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,エゥーゴ,AEUG / Karaba,TRUE,FALSE,FALSE,FALSE,FALSE,607,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0608,855,ロベルト,ロベルト,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,エゥーゴ,AEUG / Karaba,TRUE,FALSE,FALSE,FALSE,FALSE,608,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0609,858,アムロ・レイ,アムロ・レイ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,カラバ,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,609,Unknown,Ambiguous,Medium,MIA / contested in animation; some novels treat as KIA,https://en.wikipedia.org/wiki/Char_Aznable,Unknown,Unknown,Ambiguous death row,TRUE
gundam_char_0610,859,ハヤト・コバヤシ,ハヤト・コバヤシ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,カラバ,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,610,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0611,860,ベルトーチカ・イルマ,ベルトーチカ・イルマ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,カラバ,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,611,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0612,863,アジス・アジバ,アジス・アジバ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,612,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0613,864,アドル・ゼノ,アドル・ゼノ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,613,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0614,865,カクリコン・カクーラー,カクリコン・カクーラー,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,614,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0615,866,ガディ・キンゼー,ガディ・キンゼー,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,615,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0616,867,カラ,カラ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,616,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0617,868,キッチマン,キッチマン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,617,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0618,869,ゲーツ・キャパ,ゲーツ・キャパ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,618,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0619,870,サラ・ザビアロフ,サラ・ザビアロフ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,619,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0620,871,ジェリド・メサ,ジェリド・メサ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,620,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0621,872,シドレ,シドレ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,621,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0622,873,ジャマイカン・ダニンガン,ジャマイカン・ダニンガン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,622,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0623,874,ジャミトフ・ハイマン,ジャミトフ・ハイマン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,623,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0624,875,ソラマ,ソラマ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,624,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0625,876,ダンケル・クーパー,ダンケル・クーパー,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,625,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0626,877,ディーバ・バロ,ディーバ・バロ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,626,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0627,878,テダム,テダム,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,627,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0628,879,チャン・ヤー,チャン・ヤー,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,628,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0629,880,バスク・オム,バスク・オム,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,629,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0630,881,パプテマス・シロッコ,パプテマス・シロッコ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,630,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0631,882,ヒルダ・ビダン,ヒルダ・ビダン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,631,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0632,883,フォウ・ムラサメ,フォウ・ムラサメ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,632,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0633,884,フランクリン・ビダン,フランクリン・ビダン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,633,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0634,885,ブラン・ブルターク,ブラン・ブルターク,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,634,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0635,886,ベン・ウッダー,ベン・ウッダー,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,635,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0636,887,ホリィ,ホリィ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,636,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0637,888,マウアー・ファラオ,マウアー・ファラオ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,637,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0638,889,マサダ,マサダ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,638,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0639,890,マトッシュ,マトッシュ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,639,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0640,891,ヤザン・ゲーブル,ヤザン・ゲーブル,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,640,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0641,892,ライラ・ミラ・ライラ,ライラ・ミラ・ライラ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,641,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0642,893,ラムサス・ハサ,ラムサス・ハサ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,642,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0643,894,レコア・ロンド,レコア・ロンド,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,643,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0644,895,ローレン・ナカモト,ローレン・ナカモト,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,644,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0645,896,ロザミア・バタム,ロザミア・バタム,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,645,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0646,897,アクシズ,アクシズ（ネオ・ジオン）,ネオ・ジオン,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,TRUE,646,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0647,899,ハマーン・カーン,ハマーン・カーン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,647,1,Killed in action / death during armed conflict,Medium,Matched to manual researched death seed list; row still needs individual verification before model publication,https://gundam.fandom.com/wiki/Category:Deceased,Unknown,Unknown,Seed death label matched,FALSE
gundam_char_0648,900,ミネバ・ラオ・ザビ,ミネバ・ラオ・ザビ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,ティターンズ/地球連邦軍,Earth Federation / Londo Bell / Titans,TRUE,FALSE,TRUE,FALSE,FALSE,648,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0649,903,ウォン・リー,ウォン・リー,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,民間人・その他,Civilian / Other,FALSE,FALSE,FALSE,FALSE,FALSE,649,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0650,904,カイ・シデン,カイ・シデン,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,民間人・その他,Civilian / Other,FALSE,FALSE,FALSE,FALSE,FALSE,650,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0651,905,キッカ・コバヤシ,キッカ・コバヤシ（キッカ・キタモト）,キッカ・キタモト,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,民間人・その他,Civilian / Other,FALSE,FALSE,FALSE,FALSE,TRUE,651,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
gundam_char_0652,906,ステファニー・ルオ,ステファニー・ルオ,Unknown,Unknown,Unknown,『機動戦士ガンダム』（宇宙世紀）シリーズ,UC / alternate UC,機動戦士Ζガンダム,TV anime + Movie,Primary animation / screen work,民間人・その他,Civilian / Other,FALSE,FALSE,FALSE,FALSE,FALSE,652,Unknown,Unknown,Unknown,Unknown / not verified in this pass,Unknown,Unknown,Unknown,Not row-level verified,TRUE
